eventId,title,displayDate,eventLevel,sourceFamily,preferredVerificationDomains,folder
quan-he-viet-nam-my-doi-tac-chien-luoc-toan-dien,Quan hệ Việt Nam - Mỹ lên tầm đối tác chiến lược toàn diện,Năm 2023,atomic,diplomacy,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,by_event/quan-he-viet-nam-my-doi-tac-chien-luoc-toan-dien
chien-luoc-vua-danh-vua-dam-va-van-dong-quoc-te-cong-nhan-mat-tran-dan-toc-giai-phong-mien-nam-viet-nam,"Chiến lược ""vừa đánh, vừa đàm"" và vận động quốc tế công nhận Mặt trận Dân tộc giải phóng miền Nam Việt Nam",Trong kháng chiến chống Mỹ (1954-1975),atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/chien-luoc-vua-danh-vua-dam-va-van-dong-quoc-te-cong-nhan-mat-tran-dan-toc-giai-phong-mien-nam-viet-nam
chinh-quyen-phap-cai-cach-huong-chinh,Chính quyền thực dân Pháp thực hiện cải cách hương chính,Thời Pháp thuộc,atomic,colonial,baotanglichsu.vn|luutru.gov.vn|hochiminh.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|gallica.bnf.fr|loc.gov,by_event/chinh-quyen-phap-cai-cach-huong-chinh
chu-nom-su-dung-rong-rai,Chữ Nôm được sử dụng rộng rãi,Từ thế kỉ XIII,atomic,culture_language,baotanglichsu.vn|bvhttdl.gov.vn|disanvanhoa.gov.vn|vnfam.vn|unesco.org,by_event/chu-nom-su-dung-rong-rai
chu-quoc-ngu-xuat-hien,Chữ Quốc ngữ xuất hiện và dần được hoàn thiện,Từ đầu thế kỉ XVI,atomic,culture_language,baotanglichsu.vn|bvhttdl.gov.vn|disanvanhoa.gov.vn|vnfam.vn|unesco.org,by_event/chu-quoc-ngu-xuat-hien
dau-tranh-chong-phong-kien-phuong-bac,"Đấu tranh chống sự thống trị, đồng hoá của các triều đại phong kiến phương Bắc",Hơn 1000 năm Bắc thuộc,atomic,ancient_medieval,baotanglichsu.vn|disanvanhoa.gov.vn|bvhttdl.gov.vn|qdnd.vn|nhandan.vn|unesco.org|whc.unesco.org,by_event/dau-tranh-chong-phong-kien-phuong-bac
dinh-tien-le-dong-do-hoa-lu,Triều Đinh và Tiền Lê đóng đô ở Hoa Lư,Thời Đinh – Tiền Lê,atomic,ancient_medieval,baotanglichsu.vn|disanvanhoa.gov.vn|bvhttdl.gov.vn|qdnd.vn|nhandan.vn|unesco.org|whc.unesco.org,by_event/dinh-tien-le-dong-do-hoa-lu
khang-chien-thang-loi,Kháng chiến thắng lợi,Thời kì kháng chiến,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/khang-chien-thang-loi
lang-co-ten-nom-xuat-hien-som-thoi-ly-tran,Những làng có tên nôm xuất hiện sớm vào thời Lý – Trần,Thời Lý – Trần,atomic,ancient_medieval,baotanglichsu.vn|disanvanhoa.gov.vn|bvhttdl.gov.vn|qdnd.vn|nhandan.vn|unesco.org|whc.unesco.org,by_event/lang-co-ten-nom-xuat-hien-som-thoi-ly-tran
nha-ly-su-dung-thi-cu-nho-hoc,Nhà Lý chính thức sử dụng chế độ thi cử Nho học,Thời Lý,atomic,ancient_medieval,baotanglichsu.vn|disanvanhoa.gov.vn|bvhttdl.gov.vn|qdnd.vn|nhandan.vn|unesco.org|whc.unesco.org,by_event/nha-ly-su-dung-thi-cu-nho-hoc
nha-ly-to-chuc-khoa-thi-nho-hoc-dau-tien,Nhà Lý tổ chức khoa thi Nho học đầu tiên,Thời nhà Lý,atomic,ancient_medieval,baotanglichsu.vn|disanvanhoa.gov.vn|bvhttdl.gov.vn|qdnd.vn|nhandan.vn|unesco.org|whc.unesco.org,by_event/nha-ly-to-chuc-khoa-thi-nho-hoc-dau-tien
nho-giao-du-nhap-viet-nam,Nho giáo du nhập vào Việt Nam,Thời Bắc thuộc,atomic,culture_language,baotanglichsu.vn|bvhttdl.gov.vn|disanvanhoa.gov.vn|vnfam.vn|unesco.org,by_event/nho-giao-du-nhap-viet-nam
phong-trao-can-vuong,Phong trào Cần Vương,Phong trào Cần Vương,collection,colonial,baotanglichsu.vn|luutru.gov.vn|hochiminh.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|gallica.bnf.fr|loc.gov,by_event/phong-trao-can-vuong
tan-cong-champa-dai-viet-cuoi-tk14,Các cuộc tấn công của Chăm-pa vào Đại Việt,Trong khoảng 30 năm cuối thế kỉ XIV,atomic,ancient_medieval,baotanglichsu.vn|disanvanhoa.gov.vn|bvhttdl.gov.vn|qdnd.vn|nhandan.vn|unesco.org|whc.unesco.org,by_event/tan-cong-champa-dai-viet-cuoi-tk14
thanh-lap-quoc-su-quan-trieu-nguyen,Thành lập Quốc sử quán triều Nguyễn,Thời Nguyễn,atomic,culture_language,baotanglichsu.vn|bvhttdl.gov.vn|disanvanhoa.gov.vn|vnfam.vn|unesco.org,by_event/thanh-lap-quoc-su-quan-trieu-nguyen
thoi-tran-dat-chuc-xa-quan,Thời Trần đặt chức xã quan,Thời Trần,atomic,ancient_medieval,baotanglichsu.vn|disanvanhoa.gov.vn|bvhttdl.gov.vn|qdnd.vn|nhandan.vn|unesco.org|whc.unesco.org,by_event/thoi-tran-dat-chuc-xa-quan
tin-nguong-tho-than-dong-co-cung-dinh,Tín ngưỡng thờ thần Đồng Cổ được đưa vào cung đình,Thời Lý,atomic,culture_language,baotanglichsu.vn|bvhttdl.gov.vn|disanvanhoa.gov.vn|vnfam.vn|unesco.org,by_event/tin-nguong-tho-than-dong-co-cung-dinh
tuyen-duong-chi-vien-chien-luoc-tren-bien-mang-ten-chu-tich-ho-chi-minh,Tuyến đường chi viện chiến lược trên biển mang tên Chủ tịch Hồ Chí Minh,"Trong cuộc kháng chiến chống Mỹ, cứu nước",atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/tuyen-duong-chi-vien-chien-luoc-tren-bien-mang-ten-chu-tich-ho-chi-minh
van-hoa-phung-nguyen,Văn hoá Phùng Nguyên,Khoảng 4000 năm trước,atomic,culture_language,baotanglichsu.vn|bvhttdl.gov.vn|disanvanhoa.gov.vn|vnfam.vn|unesco.org,by_event/van-hoa-phung-nguyen
viet-nam-dam-phan-ranh-gioi-tren-bien,"Việt Nam đàm phán về ranh giới trên biển với Ma-lai-xi-a, In-đô-nê-xi-a, Phi-líp-pin và Thái Lan",Trong thời kì Đổi mới,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/viet-nam-dam-phan-ranh-gioi-tren-bien
viet-nam-ki-ket-evfta,Việt Nam kí kết Hiệp định Thương mại tự do Việt Nam - EU (EVFTA),Trong thời kì Đổi mới,atomic,diplomacy,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,by_event/viet-nam-ki-ket-evfta
viet-nam-ki-ket-hiep-uoc-bien-gioi-trung-quoc,Việt Nam kí kết các hiệp ước về biên giới trên đất liền và phân định vịnh Bắc Bộ với Trung Quốc,Trong thời kì Đổi mới,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/viet-nam-ki-ket-hiep-uoc-bien-gioi-trung-quoc
viet-nam-ki-ket-nghi-dinh-thu-ki-o-to,Việt Nam kí kết Nghị định thư Ki-ô-tô,Trong thời kì Đổi mới,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/viet-nam-ki-ket-nghi-dinh-thu-ki-o-to
viet-nam-ki-ket-rcep,Việt Nam kí kết Hiệp định Đối tác kinh tế toàn diện Khu vực (RCEP),Trong thời kì Đổi mới,atomic,diplomacy,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,by_event/viet-nam-ki-ket-rcep
viet-nam-lao-cam-pu-chia-chuyen-sang-kinh-te-thi-truong-va-cong-nghiep-hoa,"Việt Nam, Lào, Cam-pu-chia chuyển sang kinh tế thị trường và công nghiệp hóa",Từ cuối thập kỉ 80 – 90 của thế kỉ XX,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/viet-nam-lao-cam-pu-chia-chuyen-sang-kinh-te-thi-truong-va-cong-nghiep-hoa
viet-nam-mo-co-quan-dai-dien-ngoai-giao-va-thong-tin-o-nuoc-ngoai,Việt Nam mở các cơ quan đại diện ngoại giao và thông tin ở nước ngoài,Trong kháng chiến chống Pháp (1945-1954),atomic,diplomacy,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,by_event/viet-nam-mo-co-quan-dai-dien-ngoai-giao-va-thong-tin-o-nuoc-ngoai
viet-nam-tham-gia-afta,Việt Nam kí hiệp định tham gia Khu vực Mậu dịch tự do ASEAN (AFTA),Trong thời kì Đổi mới (sau 1995),atomic,diplomacy,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,by_event/viet-nam-tham-gia-afta
viet-nam-thoan-thuan-bien-gioi-lao-cam-pu-chia,"Việt Nam đạt được nhiều thoả thuận trong phát triển đường biên giới hoà bình, hữu nghị với Lào và Cam-pu-chia",Trong thời kì Đổi mới,atomic,post_1975,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,by_event/viet-nam-thoan-thuan-bien-gioi-lao-cam-pu-chia
viet-nam-to-chuc-hoi-nghi-quoc-te-asean-asem-apec,"Việt Nam tổ chức thành công nhiều hội nghị quốc tế quan trọng thuộc ASEAN, ASEM và APEC",Trong thời kì Đổi mới (từ 1986 đến nay),atomic,diplomacy,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,by_event/viet-nam-to-chuc-hoi-nghi-quoc-te-asean-asem-apec
viet-nam-uy-vien-khong-thuong-truc-hoi-dong-bao-an-lhq,Việt Nam được bầu vào vị trí Uỷ viên không thường trực Hội đồng Bảo an Liên hợp quốc,Nhiệm kì 2008 – 2009 và 2020 - 2021,atomic,diplomacy,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,by_event/viet-nam-uy-vien-khong-thuong-truc-hoi-dong-bao-an-lhq
vndcch-can-bang-quan-he-voi-lien-xo-trung-quoc-va-van-dong-vien-tro,"Việt Nam Dân chủ Cộng hoà cân bằng quan hệ với Liên Xô, Trung Quốc và vận động viện trợ",Trong kháng chiến chống Mỹ (1954-1975),atomic,diplomacy,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,by_event/vndcch-can-bang-quan-he-voi-lien-xo-trung-quoc-va-van-dong-vien-tro
vndcch-dau-tranh-doi-thi-hanh-hiep-dinh-gio-ne-vo,Việt Nam Dân chủ Cộng hoà đấu tranh đòi thi hành Hiệp định Giơ-ne-vơ,Trong kháng chiến chống Mỹ (1954-1975),atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/vndcch-dau-tranh-doi-thi-hanh-hiep-dinh-gio-ne-vo
vndcch-gap-go-dang-cong-san-phap-va-cac-to-chuc-quoc-te,Chính phủ Việt Nam Dân chủ Cộng hoà gặp gỡ đại diện Đảng Cộng sản Pháp và nhiều tổ chức quốc tế,Sau năm 1950,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/vndcch-gap-go-dang-cong-san-phap-va-cac-to-chuc-quoc-te
vndcch-thiet-lap-quan-he-ngoai-giao-voi-lao-campuchia-va-ung-ho-phong-trao-giai-phong-dan-toc,"Việt Nam Dân chủ Cộng hoà thiết lập quan hệ ngoại giao với Lào, Campuchia và ủng hộ phong trào giải phóng dân tộc",Trong kháng chiến chống Mỹ (1954-1975),atomic,diplomacy,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,by_event/vndcch-thiet-lap-quan-he-ngoai-giao-voi-lao-campuchia-va-ung-ho-phong-trao-giai-phong-dan-toc
vu-an-le-chi-vien,Vụ án Lệ Chi Viên,Trước năm 1460,atomic,ancient_medieval,baotanglichsu.vn|disanvanhoa.gov.vn|bvhttdl.gov.vn|qdnd.vn|nhandan.vn|unesco.org|whc.unesco.org,by_event/vu-an-le-chi-vien
xa-tro-thanh-ten-goi-pho-bien,Xã chính thức trở thành tên gọi phổ biến,Từ thế kỉ X,atomic,ancient_medieval,baotanglichsu.vn|disanvanhoa.gov.vn|bvhttdl.gov.vn|qdnd.vn|nhandan.vn|unesco.org|whc.unesco.org,by_event/xa-tro-thanh-ten-goi-pho-bien
