eventIndex,eventId,title,chronology,summary,locations,people,likelyImageSubjects,recommendedTrustedDomains,suggestedSearchQueries,discoveryStatus,historicalVerificationSources,imageCandidate1,imageCandidate2,unresolvedReason,mojibakeSuspected
187,hoi-nghi-ban-chap-hanh-trung-uong-dang-lan-thu-21,Hội nghị Ban Chấp hành Trung ương Đảng lần thứ 21,Tháng 7 – 1973,"Tháng 7 – 1973, Hội nghị Ban Chấp hành Trung ương Đảng lần thứ 21 nhấn mạnh: Trong bất cứ tình hình nào cũng phải tiếp tục con đường bạo lực cách mạng, phải nắm vững chiến lược tiến công, kiên quyết đấu tranh trên ba mặt trận: quân sự, chính trị, ngoại giao.",[],[],"[""Hội nghị Ban Chấp hành Trung ương Đảng lần thứ 21"", ""Hội nghị Ban Chấp hành Trung ương Đảng lần thứ 21 Tháng 7 – 1973"", ""Hội nghị Ban Chấp hành Trung ương Đảng lần thứ 21 Việt Nam từ năm 1954 đến năm 1975"", ""Hội nghị Ban Chấp hành Trung ương Đảng lần thứ 21 Nắm vững chiến lược tiến công Nhấn mạnh tiếp tục con đường bạo lực cách mạng"", ""Hội nghị Ban Chấp hành Trung ương Đảng lần thứ 21 ảnh tư liệu"", ""Hội nghị Ban Chấp hành Trung ương Đảng lần thứ 21 chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Hội nghị Ban Chấp hành Trung ương Đảng lần thứ 21"", ""Hội nghị Ban Chấp hành Trung ương Đảng lần thứ 21 Tháng 7 – 1973"", ""Hội nghị Ban Chấp hành Trung ương Đảng lần thứ 21 Việt Nam từ năm 1954 đến năm 1975"", ""Hội nghị Ban Chấp hành Trung ương Đảng lần thứ 21 Nắm vững chiến lược tiến công Nhấn mạnh tiếp tục con đường bạo lực cách mạng"", ""Hội nghị Ban Chấp hành Trung ương Đảng lần thứ 21 ảnh tư liệu"", ""Hội nghị Ban Chấp hành Trung ương Đảng lần thứ 21 chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
188,quan-doi-sai-gon-that-bai-bao-ve-hoang-sa,Quân đội Sài Gòn thất bại trong chiến đấu bảo vệ quần đảo Hoàng Sa,Tháng 1 năm 1974,"Tháng 1 – 1974, quân đội Sài Gòn thất bại trong chiến đấu bảo vệ quần đảo Hoàng Sa trước cuộc tấn công của quân đội Trung Quốc.",[],[],"[""Quân đội Sài Gòn thất bại trong chiến đấu bảo vệ quần đảo Hoàng Sa"", ""Quân đội Sài Gòn thất bại trong chiến đấu bảo vệ quần đảo Hoàng Sa Tháng 1 năm 1974"", ""Quân đội Sài Gòn thất bại trong chiến đấu bảo vệ quần đảo Hoàng Sa Chủ quyền biển đảo Việt Nam 1954-1975"", ""Quân đội Sài Gòn thất bại trong chiến đấu bảo vệ quần đảo Hoàng Sa Đối thủ: quân đội Trung Quốc Diễn ra tháng 1 năm 1974"", ""Quân đội Sài Gòn thất bại trong chiến đấu bảo vệ quần đảo Hoàng Sa bản đồ"", ""Quân đội Sài Gòn thất bại trong chiến đấu bảo vệ quần đảo Hoàng Sa hải đồ""]","[""mofa.gov.vn"", ""biengioilanhtho.gov.vn"", ""mod.gov.vn"", ""qdnd.vn"", ""chinhphu.vn"", ""vietnamplus.vn"", ""luutru.gov.vn""]","[""Quân đội Sài Gòn thất bại trong chiến đấu bảo vệ quần đảo Hoàng Sa"", ""Quân đội Sài Gòn thất bại trong chiến đấu bảo vệ quần đảo Hoàng Sa Tháng 1 năm 1974"", ""Quân đội Sài Gòn thất bại trong chiến đấu bảo vệ quần đảo Hoàng Sa Chủ quyền biển đảo Việt Nam 1954-1975"", ""Quân đội Sài Gòn thất bại trong chiến đấu bảo vệ quần đảo Hoàng Sa Đối thủ: quân đội Trung Quốc Diễn ra tháng 1 năm 1974"", ""Quân đội Sài Gòn thất bại trong chiến đấu bảo vệ quần đảo Hoàng Sa bản đồ"", ""Quân đội Sài Gòn thất bại trong chiến đấu bảo vệ quần đảo Hoàng Sa hải đồ""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
189,trung-quoc-danh-chiem-toan-bo-hoang-sa,Trung Quốc đánh chiếm toàn bộ quần đảo Hoàng Sa,Tháng 1 năm 1974,"Trung Quốc - Tháng 1 – 1974: đánh chiếm toàn bộ quần đảo Hoàng Sa. Tháng 1 – 1974, quân đội Sài Gòn thất bại trong chiến đấu bảo vệ quần đảo Hoàng Sa trước cuộc tấn công của quân đội Trung Quốc.",[],[],"[""Trung Quốc đánh chiếm toàn bộ quần đảo Hoàng Sa"", ""Trung Quốc đánh chiếm toàn bộ quần đảo Hoàng Sa Tháng 1 năm 1974"", ""Trung Quốc đánh chiếm toàn bộ quần đảo Hoàng Sa Chủ quyền biển đảo Việt Nam 1954-1975"", ""Trung Quốc đánh chiếm toàn bộ quần đảo Hoàng Sa Đối tượng: toàn bộ quần đảo Hoàng Sa Diễn ra tháng 1 năm 1974"", ""Trung Quốc đánh chiếm toàn bộ quần đảo Hoàng Sa bản đồ"", ""Trung Quốc đánh chiếm toàn bộ quần đảo Hoàng Sa hải đồ""]","[""mofa.gov.vn"", ""biengioilanhtho.gov.vn"", ""mod.gov.vn"", ""qdnd.vn"", ""chinhphu.vn"", ""vietnamplus.vn"", ""luutru.gov.vn""]","[""Trung Quốc đánh chiếm toàn bộ quần đảo Hoàng Sa"", ""Trung Quốc đánh chiếm toàn bộ quần đảo Hoàng Sa Tháng 1 năm 1974"", ""Trung Quốc đánh chiếm toàn bộ quần đảo Hoàng Sa Chủ quyền biển đảo Việt Nam 1954-1975"", ""Trung Quốc đánh chiếm toàn bộ quần đảo Hoàng Sa Đối tượng: toàn bộ quần đảo Hoàng Sa Diễn ra tháng 1 năm 1974"", ""Trung Quốc đánh chiếm toàn bộ quần đảo Hoàng Sa bản đồ"", ""Trung Quốc đánh chiếm toàn bộ quần đảo Hoàng Sa hải đồ""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
190,chien-thang-duong-14-phuoc-long,Chiến thắng Đường 14 Phước Long,"Cuối năm 1974, đầu năm 1975","Cuối năm 1974, đầu năm 1975, quân dân miền Nam đã giành thắng lợi trong chiến dịch Đường 14 Phước Long. Chiến thắng này cùng những phản ứng của Mỹ và chính quyền Sài Gòn sau đó cho thấy rõ về sự lớn mạnh, khả năng thắng lớn của quân ta, sự suy yếu và bất lực của quân đội Sài Gòn, về khả năng can thiệp bằng quân sự trở lại của Mỹ là rất hạn chế.","[""Đường 14 Phước Long"", ""miền Nam""]",[],"[""Chiến thắng Đường 14 Phước Long"", ""Chiến thắng Đường 14 Phước Long Cuối năm 1974, đầu năm 1975"", ""Chiến thắng Đường 14 Phước Long Đường 14 Phước Long"", ""Chiến thắng Đường 14 Phước Long Cho thấy sự suy yếu của quân đội Sài Gòn Khả năng can thiệp quân sự của Mỹ rất hạn chế"", ""Chiến thắng Đường 14 Phước Long ảnh tư liệu"", ""Chiến thắng Đường 14 Phước Long chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Chiến thắng Đường 14 Phước Long"", ""Chiến thắng Đường 14 Phước Long Cuối năm 1974, đầu năm 1975"", ""Chiến thắng Đường 14 Phước Long Đường 14 Phước Long"", ""Chiến thắng Đường 14 Phước Long Cho thấy sự suy yếu của quân đội Sài Gòn Khả năng can thiệp quân sự của Mỹ rất hạn chế"", ""Chiến thắng Đường 14 Phước Long ảnh tư liệu"", ""Chiến thắng Đường 14 Phước Long chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
191,chien-dich-tay-nguyen-1975,Chiến dịch Tây Nguyên,Từ ngày 10 – 3 đến ngày 24 – 3 – 1975,"Chiến dịch Tây Nguyên diễn ra từ ngày 10 – 3, đến ngày 24 – 3 thì kết thúc thắng lợi.",[],[],"[""Chiến dịch Tây Nguyên"", ""Chiến dịch Tây Nguyên Từ ngày 10 – 3 đến ngày 24 – 3 – 1975"", ""Chiến dịch Tây Nguyên Cuộc Tổng tiến công và nổi dậy Xuân 1975"", ""Chiến dịch Tây Nguyên Kết thúc thắng lợi Diễn ra từ 10-3 đến 24-3-1975"", ""Chiến dịch Tây Nguyên ảnh tư liệu"", ""Chiến dịch Tây Nguyên chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Chiến dịch Tây Nguyên"", ""Chiến dịch Tây Nguyên Từ ngày 10 – 3 đến ngày 24 – 3 – 1975"", ""Chiến dịch Tây Nguyên Cuộc Tổng tiến công và nổi dậy Xuân 1975"", ""Chiến dịch Tây Nguyên Kết thúc thắng lợi Diễn ra từ 10-3 đến 24-3-1975"", ""Chiến dịch Tây Nguyên ảnh tư liệu"", ""Chiến dịch Tây Nguyên chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
192,giai-phong-hue-va-thua-thien,Giải phóng thành phố Huế và toàn tỉnh Thừa Thiên,Ngày 26 – 3 – 1975,"Ngày 26 – 3, thành phố Huế và toàn tỉnh Thừa Thiên được giải phóng.",[],[],"[""Giải phóng thành phố Huế và toàn tỉnh Thừa Thiên"", ""Giải phóng thành phố Huế và toàn tỉnh Thừa Thiên Ngày 26 – 3 – 1975"", ""Giải phóng thành phố Huế và toàn tỉnh Thừa Thiên Cuộc Tổng tiến công và nổi dậy Xuân 1975"", ""Giải phóng thành phố Huế và toàn tỉnh Thừa Thiên Giải phóng toàn tỉnh Thừa Thiên Diễn ra ngày 26-3-1975"", ""Giải phóng thành phố Huế và toàn tỉnh Thừa Thiên ảnh tư liệu"", ""Giải phóng thành phố Huế và toàn tỉnh Thừa Thiên chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Giải phóng thành phố Huế và toàn tỉnh Thừa Thiên"", ""Giải phóng thành phố Huế và toàn tỉnh Thừa Thiên Ngày 26 – 3 – 1975"", ""Giải phóng thành phố Huế và toàn tỉnh Thừa Thiên Cuộc Tổng tiến công và nổi dậy Xuân 1975"", ""Giải phóng thành phố Huế và toàn tỉnh Thừa Thiên Giải phóng toàn tỉnh Thừa Thiên Diễn ra ngày 26-3-1975"", ""Giải phóng thành phố Huế và toàn tỉnh Thừa Thiên ảnh tư liệu"", ""Giải phóng thành phố Huế và toàn tỉnh Thừa Thiên chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
193,giai-phong-da-nang,Giải phóng Đà Nẵng,Chiều 29 – 3 – 1975,Đà Nẵng rơi vào thế cô lập và đến chiều 29 – 3 cũng được hoàn toàn giải phóng.,[],[],"[""Giải phóng Đà Nẵng"", ""Giải phóng Đà Nẵng Chiều 29 – 3 – 1975"", ""Giải phóng Đà Nẵng Cuộc Tổng tiến công và nổi dậy Xuân 1975"", ""Giải phóng Đà Nẵng Đà Nẵng được hoàn toàn giải phóng Diễn ra chiều 29-3-1975"", ""Giải phóng Đà Nẵng ảnh tư liệu"", ""Giải phóng Đà Nẵng chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Giải phóng Đà Nẵng"", ""Giải phóng Đà Nẵng Chiều 29 – 3 – 1975"", ""Giải phóng Đà Nẵng Cuộc Tổng tiến công và nổi dậy Xuân 1975"", ""Giải phóng Đà Nẵng Đà Nẵng được hoàn toàn giải phóng Diễn ra chiều 29-3-1975"", ""Giải phóng Đà Nẵng ảnh tư liệu"", ""Giải phóng Đà Nẵng chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
194,quan-giai-phong-mien-nam-viet-nam-tiep-quan-truong-sa,Quân giải phóng miền Nam Việt Nam tiếp quản các đảo và triển khai lực lượng thực thi chủ quyền đối với quần đảo Trường Sa,Từ ngày 13 đến ngày 28 tháng 4 năm 1975,"Từ ngày 13 đến ngày 28-4-1975, Quân giải phóng miền Nam Việt Nam đã tiếp quản các đảo và triển khai lực lượng thực thi chủ quyền đối với quần đảo Trường Sa.",[],[],"[""Quân giải phóng miền Nam Việt Nam tiếp quản các đảo và triển khai lực lượng thực thi chủ quyền đối với quần đảo Trường Sa"", ""Quân giải phóng miền Nam Việt Nam tiếp quản các đảo và triển khai lực lượng thực thi chủ quyền đối với quần đảo Trường Sa Từ ngày 13 đến ngày 28 tháng 4 năm 1975"", ""Quân giải phóng miền Nam Việt Nam tiếp quản các đảo và triển khai lực lượng thực thi chủ quyền đối với quần đảo Trường Sa Chủ quyền biển đảo Việt Nam 1954-1975"", ""Quân giải phóng miền Nam Việt Nam tiếp quản các đảo và triển khai lực lượng thực thi chủ quyền đối với quần đảo Trường Sa Đối tượng: quần đảo Trường Sa Hành động: tiếp quản các đảo và triển khai lực lượng"", ""Quân giải phóng miền Nam Việt Nam tiếp quản các đảo và triển khai lực lượng thực thi chủ quyền đối với quần đảo Trường Sa bản đồ"", ""Quân giải phóng miền Nam Việt Nam tiếp quản các đảo và triển khai lực lượng thực thi chủ quyền đối với quần đảo Trường Sa hải đồ""]","[""mofa.gov.vn"", ""biengioilanhtho.gov.vn"", ""mod.gov.vn"", ""qdnd.vn"", ""chinhphu.vn"", ""vietnamplus.vn"", ""luutru.gov.vn""]","[""Quân giải phóng miền Nam Việt Nam tiếp quản các đảo và triển khai lực lượng thực thi chủ quyền đối với quần đảo Trường Sa"", ""Quân giải phóng miền Nam Việt Nam tiếp quản các đảo và triển khai lực lượng thực thi chủ quyền đối với quần đảo Trường Sa Từ ngày 13 đến ngày 28 tháng 4 năm 1975"", ""Quân giải phóng miền Nam Việt Nam tiếp quản các đảo và triển khai lực lượng thực thi chủ quyền đối với quần đảo Trường Sa Chủ quyền biển đảo Việt Nam 1954-1975"", ""Quân giải phóng miền Nam Việt Nam tiếp quản các đảo và triển khai lực lượng thực thi chủ quyền đối với quần đảo Trường Sa Đối tượng: quần đảo Trường Sa Hành động: tiếp quản các đảo và triển khai lực lượng"", ""Quân giải phóng miền Nam Việt Nam tiếp quản các đảo và triển khai lực lượng thực thi chủ quyền đối với quần đảo Trường Sa bản đồ"", ""Quân giải phóng miền Nam Việt Nam tiếp quản các đảo và triển khai lực lượng thực thi chủ quyền đối với quần đảo Trường Sa hải đồ""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
195,hoan-toan-giai-phong-mien-nam-viet-nam,Hoàn toàn giải phóng miền Nam Việt Nam,tháng 4-1975,"Sau khi hoàn toàn giải phóng miền Nam (tháng 4-1975) và thực hiện thống nhất đất nước (năm 1976), cả nước Việt Nam tiến lên xây dựng chủ nghĩa xã hội.",[],[],"[""Hoàn toàn giải phóng miền Nam Việt Nam"", ""Hoàn toàn giải phóng miền Nam Việt Nam tháng 4-1975"", ""Hoàn toàn giải phóng miền Nam Việt Nam Việt Nam từ năm 1954 đến năm 1975"", ""Hoàn toàn giải phóng miền Nam Việt Nam Giải phóng miền Nam Việt Nam Dẫn đến thống nhất đất nước"", ""Hoàn toàn giải phóng miền Nam Việt Nam ảnh tư liệu"", ""Hoàn toàn giải phóng miền Nam Việt Nam chiến dịch""]","[""btlsqsvn.org.vn"", ""qdnd.vn"", ""nhandan.vn"", ""vietnamplus.vn"", ""hochiminh.vn"", ""baotanglichsu.vn"", ""luutru.gov.vn"", ""loc.gov"", ""archives.gov""]","[""Hoàn toàn giải phóng miền Nam Việt Nam"", ""Hoàn toàn giải phóng miền Nam Việt Nam tháng 4-1975"", ""Hoàn toàn giải phóng miền Nam Việt Nam Việt Nam từ năm 1954 đến năm 1975"", ""Hoàn toàn giải phóng miền Nam Việt Nam Giải phóng miền Nam Việt Nam Dẫn đến thống nhất đất nước"", ""Hoàn toàn giải phóng miền Nam Việt Nam ảnh tư liệu"", ""Hoàn toàn giải phóng miền Nam Việt Nam chiến dịch""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
196,quoc-hoi-khoa-vi-doi-ten-sai-gon-thanh-thanh-pho-ho-chi-minh,Quốc hội khoá VI quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh,Năm 1976,"Sau khi đất nước thống nhất, năm 1976, Quốc hội khoá VI đã quyết định đổi tên thành phố Sài Gòn thành Thành phố Hồ Chí Minh. Trong nghị quyết về việc đặt tên, Quốc hội đã nêu rõ: “Xét rằng, nhân dân Thành phố Sài Gòn – Gia Định luôn luôn tỏ lòng kính yêu vô hạn đối với Chủ tịch Hồ Chí Minh và tha thiết với việc thành phố mang tên Người”.",[],[],"[""Quốc hội khoá VI quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh"", ""Quốc hội khoá VI quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh Năm 1976"", ""Quốc hội khoá VI quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh Việt Nam từ năm 1975 đến nay"", ""Quốc hội khoá VI quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh Năm: 1976 Cơ quan ra quyết định: Quốc hội khoá VI"", ""Quốc hội khoá VI quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh ảnh tư liệu"", ""Quốc hội khoá VI quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh lễ ký""]","[""chinhphu.vn"", ""dangcongsan.vn"", ""tulieuvankien.dangcongsan.vn"", ""quochoi.vn"", ""mofa.gov.vn"", ""vietnamplus.vn"", ""nhandan.vn"", ""un.org"", ""unphoto.un.org""]","[""Quốc hội khoá VI quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh"", ""Quốc hội khoá VI quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh Năm 1976"", ""Quốc hội khoá VI quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh Việt Nam từ năm 1975 đến nay"", ""Quốc hội khoá VI quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh Năm: 1976 Cơ quan ra quyết định: Quốc hội khoá VI"", ""Quốc hội khoá VI quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh ảnh tư liệu"", ""Quốc hội khoá VI quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh lễ ký""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
197,thuc-hien-thong-nhat-dat-nuoc-viet-nam,Thực hiện thống nhất đất nước Việt Nam,năm 1976,"Sau khi hoàn toàn giải phóng miền Nam (tháng 4-1975) và thực hiện thống nhất đất nước (năm 1976), cả nước Việt Nam tiến lên xây dựng chủ nghĩa xã hội.","[""Việt Nam""]",[],"[""Thực hiện thống nhất đất nước Việt Nam"", ""Thực hiện thống nhất đất nước Việt Nam năm 1976"", ""Thực hiện thống nhất đất nước Việt Nam Việt Nam"", ""Thực hiện thống nhất đất nước Việt Nam Sau giải phóng miền Nam Cả nước tiến lên xây dựng chủ nghĩa xã hội"", ""Thực hiện thống nhất đất nước Việt Nam ảnh tư liệu"", ""Thực hiện thống nhất đất nước Việt Nam lễ ký""]","[""chinhphu.vn"", ""dangcongsan.vn"", ""tulieuvankien.dangcongsan.vn"", ""quochoi.vn"", ""mofa.gov.vn"", ""vietnamplus.vn"", ""nhandan.vn"", ""un.org"", ""unphoto.un.org""]","[""Thực hiện thống nhất đất nước Việt Nam"", ""Thực hiện thống nhất đất nước Việt Nam năm 1976"", ""Thực hiện thống nhất đất nước Việt Nam Việt Nam"", ""Thực hiện thống nhất đất nước Việt Nam Sau giải phóng miền Nam Cả nước tiến lên xây dựng chủ nghĩa xã hội"", ""Thực hiện thống nhất đất nước Việt Nam ảnh tư liệu"", ""Thực hiện thống nhất đất nước Việt Nam lễ ký""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
198,viet-nam-ban-hanh-tuyen-bo-vung-bien-them-luc-dia,Việt Nam ban hành Tuyên bố về các vùng biển và thềm lục địa Việt Nam,Tháng 5 năm 1977,Ban hành văn bản pháp luật khẳng định chủ quyền: Tuyên bố về các vùng biển và thềm lục địa Việt Nam (5 – 1977).,[],[],"[""Việt Nam ban hành Tuyên bố về các vùng biển và thềm lục địa Việt Nam"", ""Việt Nam ban hành Tuyên bố về các vùng biển và thềm lục địa Việt Nam Tháng 5 năm 1977"", ""Việt Nam ban hành Tuyên bố về các vùng biển và thềm lục địa Việt Nam Chủ quyền biển đảo Việt Nam 1975 đến nay"", ""Việt Nam ban hành Tuyên bố về các vùng biển và thềm lục địa Việt Nam Nội dung: khẳng định chủ quyền đối với các vùng biển và thềm lục địa Việt Nam Ban hành tháng 5 năm 1977"", ""Việt Nam ban hành Tuyên bố về các vùng biển và thềm lục địa Việt Nam bản đồ"", ""Việt Nam ban hành Tuyên bố về các vùng biển và thềm lục địa Việt Nam hải đồ""]","[""mofa.gov.vn"", ""biengioilanhtho.gov.vn"", ""mod.gov.vn"", ""qdnd.vn"", ""chinhphu.vn"", ""vietnamplus.vn"", ""luutru.gov.vn""]","[""Việt Nam ban hành Tuyên bố về các vùng biển và thềm lục địa Việt Nam"", ""Việt Nam ban hành Tuyên bố về các vùng biển và thềm lục địa Việt Nam Tháng 5 năm 1977"", ""Việt Nam ban hành Tuyên bố về các vùng biển và thềm lục địa Việt Nam Chủ quyền biển đảo Việt Nam 1975 đến nay"", ""Việt Nam ban hành Tuyên bố về các vùng biển và thềm lục địa Việt Nam Nội dung: khẳng định chủ quyền đối với các vùng biển và thềm lục địa Việt Nam Ban hành tháng 5 năm 1977"", ""Việt Nam ban hành Tuyên bố về các vùng biển và thềm lục địa Việt Nam bản đồ"", ""Việt Nam ban hành Tuyên bố về các vùng biển và thềm lục địa Việt Nam hải đồ""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
199,viet-nam-thanh-vien-lien-hop-quoc,Việt Nam trở thành thành viên chính thức của Liên hợp quốc,Ngày 20-9-1977,"Ngày 20-9-1977, Việt Nam trở thành thành viên chính thức của Liên hợp quốc.",[],[],"[""Việt Nam trở thành thành viên chính thức của Liên hợp quốc"", ""Việt Nam trở thành thành viên chính thức của Liên hợp quốc Ngày 20-9-1977"", ""Việt Nam trở thành thành viên chính thức của Liên hợp quốc Việt Nam từ năm 1975 đến nay"", ""Việt Nam trở thành thành viên chính thức của Liên hợp quốc Ngày 20-9-1977 Là thành viên chính thức của Liên hợp quốc"", ""Việt Nam trở thành thành viên chính thức của Liên hợp quốc lễ ký"", ""Việt Nam trở thành thành viên chính thức của Liên hợp quốc hội nghị""]","[""mofa.gov.vn"", ""chinhphu.vn"", ""vietnamplus.vn"", ""nhandan.vn"", ""un.org"", ""asean.org"", ""apec.org"", ""europa.eu""]","[""Việt Nam trở thành thành viên chính thức của Liên hợp quốc"", ""Việt Nam trở thành thành viên chính thức của Liên hợp quốc Ngày 20-9-1977"", ""Việt Nam trở thành thành viên chính thức của Liên hợp quốc Việt Nam từ năm 1975 đến nay"", ""Việt Nam trở thành thành viên chính thức của Liên hợp quốc Ngày 20-9-1977 Là thành viên chính thức của Liên hợp quốc"", ""Việt Nam trở thành thành viên chính thức của Liên hợp quốc lễ ký"", ""Việt Nam trở thành thành viên chính thức của Liên hợp quốc hội nghị""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
200,lien-hop-quoc-vien-tro-viet-nam-1977-1986,Hệ thống phát triển Liên hợp quốc viện trợ không hoàn lại cho Việt Nam,Những năm 1977 – 1986,"Trong những năm 1977 – 1986, hệ thống phát triển Liên hợp quốc đã viện trợ không hoàn lại cho Việt Nam khoảng 527,9 triệu USD.",[],[],"[""Hệ thống phát triển Liên hợp quốc viện trợ không hoàn lại cho Việt Nam"", ""Hệ thống phát triển Liên hợp quốc viện trợ không hoàn lại cho Việt Nam Những năm 1977 – 1986"", ""Hệ thống phát triển Liên hợp quốc viện trợ không hoàn lại cho Việt Nam Việt Nam từ năm 1975 đến nay"", ""Hệ thống phát triển Liên hợp quốc viện trợ không hoàn lại cho Việt Nam Giai đoạn 1977 – 1986 Khoảng 527,9 triệu USD"", ""Hệ thống phát triển Liên hợp quốc viện trợ không hoàn lại cho Việt Nam lễ ký"", ""Hệ thống phát triển Liên hợp quốc viện trợ không hoàn lại cho Việt Nam hội nghị""]","[""mofa.gov.vn"", ""chinhphu.vn"", ""vietnamplus.vn"", ""nhandan.vn"", ""un.org"", ""asean.org"", ""apec.org"", ""europa.eu""]","[""Hệ thống phát triển Liên hợp quốc viện trợ không hoàn lại cho Việt Nam"", ""Hệ thống phát triển Liên hợp quốc viện trợ không hoàn lại cho Việt Nam Những năm 1977 – 1986"", ""Hệ thống phát triển Liên hợp quốc viện trợ không hoàn lại cho Việt Nam Việt Nam từ năm 1975 đến nay"", ""Hệ thống phát triển Liên hợp quốc viện trợ không hoàn lại cho Việt Nam Giai đoạn 1977 – 1986 Khoảng 527,9 triệu USD"", ""Hệ thống phát triển Liên hợp quốc viện trợ không hoàn lại cho Việt Nam lễ ký"", ""Hệ thống phát triển Liên hợp quốc viện trợ không hoàn lại cho Việt Nam hội nghị""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
