eventIndex,eventId,title,chronology,eventLevel,sourceFamily,folder,slot,role,suggestedFilename,relationType,confidence,imageTitle,assetPageUrl,assetFileUrl,previewUrl,sourceDomain,author,license,licenseUrl,requiredAttribution,historicalVerificationUrl,historicalReason,downloadStatus,reviewerNotes,preferredVerificationDomains,gateStatus,gateSeverity,gateCategory,gateProblem,gateRequiredAction,manualApprovalAllowed,packageReviewRequired
237,thoi-tran-dat-chuc-xa-quan,Thời Trần đặt chức xã quan,Thời Trần,atomic,ancient_medieval,by_event/thoi-tran-dat-chuc-xa-quan,1,thumbnail,image_01.<đúng-đuôi-file>,strong_contextual,high,Thiết chế xã trong lịch sử hành chính Việt Nam,https://en.wikipedia.org/wiki/Commune_%28Vietnam%29,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Commune_%28Vietnam%29,"Nguồn về đơn vị xã và chức danh xã quan, nhưng phần lịch sử phổ biến đặt việc tổ chức rõ từ thời Lê sơ; dùng để kiểm chứng lại mốc dữ liệu, không coi đây là bằng chứng cho phát biểu “thời Trần đặt chức xã quan”.",blocked_data_issue,BLOCKED: unresolved historical/data issue. Do not approve or download as final evidence until the event data is corrected.,baotanglichsu.vn|disanvanhoa.gov.vn|bvhttdl.gov.vn|qdnd.vn|nhandan.vn|unesco.org|whc.unesco.org,blocked_data_issue,P0,data_issue,Cần kiểm chứng lại mốc dữ liệu. Nguồn tổng quan về đơn vị xã phổ biến đặt chức danh xã quan trong hệ thống từ thời Lê sơ; chưa có bằng chứng đủ mạnh trong vòng tìm kiếm này cho câu “thời Trần đặt chức xã quan”. Không tải ảnh để hợp thức hóa phát biểu khi dữ liệu chưa được xác minh.,Xác minh lại phát biểu “thời Trần đặt chức xã quan”.,False,True
237,thoi-tran-dat-chuc-xa-quan,Thời Trần đặt chức xã quan,Thời Trần,atomic,ancient_medieval,by_event/thoi-tran-dat-chuc-xa-quan,2,gallery,image_02.<đúng-đuôi-file>,strong_contextual,medium,Triều Trần và tổ chức nhà nước thời trung đại,https://en.wikipedia.org/wiki/Tr%E1%BA%A7n_dynasty,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Tr%E1%BA%A7n_dynasty,"Nguồn bối cảnh triều Trần; chỉ tải sơ đồ, văn bản hoặc hiện vật nếu chú thích trực tiếp xác nhận chức xã quan dưới triều Trần.",blocked_data_issue,BLOCKED: unresolved historical/data issue. Do not approve or download as final evidence until the event data is corrected.,baotanglichsu.vn|disanvanhoa.gov.vn|bvhttdl.gov.vn|qdnd.vn|nhandan.vn|unesco.org|whc.unesco.org,blocked_data_issue,P0,data_issue,Cần kiểm chứng lại mốc dữ liệu. Nguồn tổng quan về đơn vị xã phổ biến đặt chức danh xã quan trong hệ thống từ thời Lê sơ; chưa có bằng chứng đủ mạnh trong vòng tìm kiếm này cho câu “thời Trần đặt chức xã quan”. Không tải ảnh để hợp thức hóa phát biểu khi dữ liệu chưa được xác minh.,Xác minh lại phát biểu “thời Trần đặt chức xã quan”.,False,True
238,tin-nguong-tho-than-dong-co-cung-dinh,Tín ngưỡng thờ thần Đồng Cổ được đưa vào cung đình,Thời Lý,atomic,culture_language,by_event/tin-nguong-tho-than-dong-co-cung-dinh,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Đền Đồng Cổ — trung tâm tín ngưỡng thần Đồng Cổ,https://vi.wikipedia.org/wiki/%C4%90%E1%BB%81n_%C4%90%E1%BB%93ng_C%E1%BB%95,,,vi.wikipedia.org,,check linked image file page before reuse,,,https://vi.wikipedia.org/wiki/%C4%90%E1%BB%81n_%C4%90%E1%BB%93ng_C%E1%BB%95,"Trang trực tiếp về đền và tín ngưỡng Đồng Cổ; ưu tiên ảnh đền, thần tích, trống đồng thờ hoặc nghi lễ có chú thích lịch sử thời Lý.",awaiting_manual_download,,baotanglichsu.vn|bvhttdl.gov.vn|disanvanhoa.gov.vn|vnfam.vn|unesco.org,,,,,,True,False
238,tin-nguong-tho-than-dong-co-cung-dinh,Tín ngưỡng thờ thần Đồng Cổ được đưa vào cung đình,Thời Lý,atomic,culture_language,by_event/tin-nguong-tho-than-dong-co-cung-dinh,2,gallery,image_02.<đúng-đuôi-file>,strong_contextual,high,Tín ngưỡng Thần Đồng Cổ và trống đồng trong đời sống nghi lễ,https://en.wikipedia.org/wiki/Bronze_drum,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Bronze_drum,"Nguồn ghi nhận Thần Đồng Cổ được thờ trong đền và tín ngưỡng này được nhắc tới từ sớm, khoảng năm 1020; chỉ dùng ảnh của tín ngưỡng, đền hoặc nghi lễ được chú thích rõ, không dùng ảnh trống đồng chung chung.",awaiting_manual_download,,baotanglichsu.vn|bvhttdl.gov.vn|disanvanhoa.gov.vn|vnfam.vn|unesco.org,,,,,,True,False
239,tuyen-duong-chi-vien-chien-luoc-tren-bien-mang-ten-chu-tich-ho-chi-minh,Tuyến đường chi viện chiến lược trên biển mang tên Chủ tịch Hồ Chí Minh,"Trong cuộc kháng chiến chống Mỹ, cứu nước",atomic,war_1945_1975,by_event/tuyen-duong-chi-vien-chien-luoc-tren-bien-mang-ten-chu-tich-ho-chi-minh,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Đường Hồ Chí Minh trên biển,https://vi.wikipedia.org/wiki/%C4%90%C6%B0%E1%BB%9Dng_H%E1%BB%93_Ch%C3%AD_Minh_tr%C3%AAn_bi%E1%BB%83n,,,vi.wikipedia.org,,check linked image file page before reuse,,,https://vi.wikipedia.org/wiki/%C4%90%C6%B0%E1%BB%9Dng_H%E1%BB%93_Ch%C3%AD_Minh_tr%C3%AAn_bi%E1%BB%83n,"Nguồn trực tiếp về tuyến vận tải chiến lược trên biển; ưu tiên ảnh tàu không số, bến xuất phát, sơ đồ tuyến hoặc thủy thủ đoàn đúng giai đoạn kháng chiến chống Mỹ.",awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
239,tuyen-duong-chi-vien-chien-luoc-tren-bien-mang-ten-chu-tich-ho-chi-minh,Tuyến đường chi viện chiến lược trên biển mang tên Chủ tịch Hồ Chí Minh,"Trong cuộc kháng chiến chống Mỹ, cứu nước",atomic,war_1945_1975,by_event/tuyen-duong-chi-vien-chien-luoc-tren-bien-mang-ten-chu-tich-ho-chi-minh,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Tàu không số và nhiệm vụ chi viện chiến trường miền Nam,https://vi.wikipedia.org/wiki/T%C3%A0u_kh%C3%B4ng_s%E1%BB%91,,,vi.wikipedia.org,,check linked image file page before reuse,,,https://vi.wikipedia.org/wiki/T%C3%A0u_kh%C3%B4ng_s%E1%BB%91,"Nguồn về lực lượng tàu không số phục vụ tuyến vận tải trên biển; ưu tiên ảnh con tàu cụ thể, thủy thủ đoàn hoặc bến bãi có chú thích lịch sử rõ.",awaiting_manual_download,,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,,,,,,True,False
240,van-hoa-phung-nguyen,Văn hoá Phùng Nguyên,Khoảng 4000 năm trước,atomic,culture_language,by_event/van-hoa-phung-nguyen,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Văn hóa Phùng Nguyên và các hiện vật khảo cổ,https://en.wikipedia.org/wiki/Ph%C3%B9ng_Nguy%C3%AAn_culture,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Ph%C3%B9ng_Nguy%C3%AAn_culture,"Trang trực tiếp về văn hóa Phùng Nguyên và có ảnh đồ gốm, công cụ đá; ưu tiên hiện vật khảo cổ có chú thích đúng văn hóa này.",awaiting_manual_download,,baotanglichsu.vn|bvhttdl.gov.vn|disanvanhoa.gov.vn|vnfam.vn|unesco.org,,,,,,True,False
240,van-hoa-phung-nguyen,Văn hoá Phùng Nguyên,Khoảng 4000 năm trước,atomic,culture_language,by_event/van-hoa-phung-nguyen,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Bộ sưu tập hình ảnh về văn hóa Phùng Nguyên,https://commons.wikimedia.org/wiki/Category:Ph%C3%B9ng_Nguy%C3%AAn_culture,,,commons.wikimedia.org,,check linked image file page before reuse,,,https://commons.wikimedia.org/wiki/Category:Ph%C3%B9ng_Nguy%C3%AAn_culture,"Danh mục ảnh có thể chứa hiện vật và trưng bày khảo cổ Phùng Nguyên; bắt buộc mở từng file để kiểm tra mô tả, niên đại và license trước khi tải.",awaiting_manual_download,,baotanglichsu.vn|bvhttdl.gov.vn|disanvanhoa.gov.vn|vnfam.vn|unesco.org,,,,,,True,False
241,viet-nam-dam-phan-ranh-gioi-tren-bien,"Việt Nam đàm phán về ranh giới trên biển với Ma-lai-xi-a, In-đô-nê-xi-a, Phi-líp-pin và Thái Lan",Trong thời kì Đổi mới,atomic,post_1975,by_event/viet-nam-dam-phan-ranh-gioi-tren-bien,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Các hiệp định phân định ranh giới biển của Việt Nam và láng giềng,https://en.wikipedia.org/wiki/List_of_maritime_boundary_treaties,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/List_of_maritime_boundary_treaties,"Danh sách hiệp định có các thỏa thuận Việt Nam–Thái Lan, Việt Nam–Indonesia và Vịnh Bắc Bộ; ưu tiên bản đồ hoặc ảnh lễ ký đúng một tiến trình đàm phán cụ thể.",awaiting_manual_download_scoped,SCOPE GATE: this is a composite event; each image must be captioned as covering only the specific branch it actually depicts.,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,awaiting_manual_download_scoped,P1,composite_scope,"Đây là event tổng hợp nhiều tiến trình khác nhau. Việt Nam có các thỏa thuận/đàm phán biển với từng nước ở thời điểm và mức độ khác nhau; không dùng một bản đồ đơn lẻ để đại diện cho toàn bộ Malaysia, Indonesia, Philippines và Thailand.",Không dùng một ảnh để đại diện toàn event; tách scope caption hoặc bổ sung nhiều ảnh/tư liệu theo từng nhánh.,True,True
241,viet-nam-dam-phan-ranh-gioi-tren-bien,"Việt Nam đàm phán về ranh giới trên biển với Ma-lai-xi-a, In-đô-nê-xi-a, Phi-líp-pin và Thái Lan",Trong thời kì Đổi mới,atomic,post_1975,by_event/viet-nam-dam-phan-ranh-gioi-tren-bien,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Ranh giới biển Việt Nam–Indonesia,https://en.wikipedia.org/wiki/Indonesia%E2%80%93Vietnam_border,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Indonesia%E2%80%93Vietnam_border,Nguồn trực tiếp về thỏa thuận phân định thềm lục địa năm 2003 và tiến trình EEZ; có thể dùng bản đồ ranh giới hoặc ảnh lễ ký khi chú thích đúng.,awaiting_manual_download_scoped,SCOPE GATE: this is a composite event; each image must be captioned as covering only the specific branch it actually depicts.,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,awaiting_manual_download_scoped,P1,composite_scope,"Đây là event tổng hợp nhiều tiến trình khác nhau. Việt Nam có các thỏa thuận/đàm phán biển với từng nước ở thời điểm và mức độ khác nhau; không dùng một bản đồ đơn lẻ để đại diện cho toàn bộ Malaysia, Indonesia, Philippines và Thailand.",Không dùng một ảnh để đại diện toàn event; tách scope caption hoặc bổ sung nhiều ảnh/tư liệu theo từng nhánh.,True,True
242,viet-nam-ki-ket-evfta,Việt Nam kí kết Hiệp định Thương mại tự do Việt Nam - EU (EVFTA),Trong thời kì Đổi mới,atomic,diplomacy,by_event/viet-nam-ki-ket-evfta,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Quan hệ Việt Nam–EU và lễ ký EVFTA năm 2019,https://en.wikipedia.org/wiki/Vietnam%E2%80%93European_Union_relations,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Vietnam%E2%80%93European_Union_relations,"Nguồn nêu EVFTA và EVIPA được ký ngày 30-6-2019; ưu tiên ảnh lễ ký, đoàn đại biểu hoặc văn kiện có chú thích đúng.",awaiting_manual_download,,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,,,,,,True,False
242,viet-nam-ki-ket-evfta,Việt Nam kí kết Hiệp định Thương mại tự do Việt Nam - EU (EVFTA),Trong thời kì Đổi mới,atomic,diplomacy,by_event/viet-nam-ki-ket-evfta,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Hiệp định Thương mại tự do EU–Việt Nam,https://en.wikipedia.org/wiki/European_Union%E2%80%93Vietnam_Free_Trade_Agreement,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/European_Union%E2%80%93Vietnam_Free_Trade_Agreement,"Trang trực tiếp về EVFTA; ưu tiên ảnh lễ ký hoặc văn kiện, đồng thời mở trang file để kiểm tra quyền tái sử dụng.",awaiting_manual_download,,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,,,,,,True,False
243,viet-nam-ki-ket-hiep-uoc-bien-gioi-trung-quoc,Việt Nam kí kết các hiệp ước về biên giới trên đất liền và phân định vịnh Bắc Bộ với Trung Quốc,Trong thời kì Đổi mới,atomic,post_1975,by_event/viet-nam-ki-ket-hiep-uoc-bien-gioi-trung-quoc,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Biên giới Việt Nam–Trung Quốc và hiệp ước biên giới đất liền,https://en.wikipedia.org/wiki/China%E2%80%93Vietnam_border,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/China%E2%80%93Vietnam_border,"Nguồn về đường biên giới và các thỏa thuận phân giới; ưu tiên bản đồ, cột mốc hoặc ảnh lễ ký gắn đúng hiệp ước thời Đổi mới.",awaiting_manual_download,,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,,,,,,True,False
243,viet-nam-ki-ket-hiep-uoc-bien-gioi-trung-quoc,Việt Nam kí kết các hiệp ước về biên giới trên đất liền và phân định vịnh Bắc Bộ với Trung Quốc,Trong thời kì Đổi mới,atomic,post_1975,by_event/viet-nam-ki-ket-hiep-uoc-bien-gioi-trung-quoc,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Phân định Vịnh Bắc Bộ giữa Việt Nam và Trung Quốc,https://en.wikipedia.org/wiki/Gulf_of_Tonkin,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Gulf_of_Tonkin,"Nguồn bối cảnh địa lý của hiệp định phân định Vịnh Bắc Bộ; chỉ chọn bản đồ ranh giới, ảnh lễ ký hoặc văn bản được chú thích đúng hiệp định năm 2000.",awaiting_manual_download,,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,,,,,,True,False
244,viet-nam-ki-ket-nghi-dinh-thu-ki-o-to,Việt Nam phê chuẩn Nghị định thư Ki-ô-tô,Năm 2002,atomic,post_1975,by_event/viet-nam-ki-ket-nghi-dinh-thu-ki-o-to,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Nghị định thư Kyoto và tư cách thành viên của Việt Nam,https://en.wikipedia.org/wiki/Kyoto_Protocol,,,en.wikipedia.org,,check linked image file page before reuse,,,https://treaties.un.org/Pages/ViewDetails.aspx?src=IND&mtdsg_no=XXVII-7-a&chapter=27&clang=_en,"Nguồn trực tiếp về nghị định thư và quá trình ký/phê chuẩn/gia nhập; ưu tiên ảnh hội nghị Kyoto, văn kiện hoặc danh sách thành viên có chú thích đúng vai trò của Việt Nam. V2 chuẩn hóa động từ pháp lý thành “phê chuẩn” và niên đại năm 2002.",awaiting_manual_download,DATA CORRECTED IN V2: The legal action should be described as ratification rather than generic signing; Vietnam ratified the Kyoto Protocol in 2002. BLOCKED: wording/date/legal action requires verification or normalization before final approval.,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,awaiting_manual_download,RESOLVED,resolved_data_correction,The legal action should be described as ratification rather than generic signing; Vietnam ratified the Kyoto Protocol in 2002.,Use corrected V2 metadata; preserve the correction log when syncing back to the master dataset.,True,False
244,viet-nam-ki-ket-nghi-dinh-thu-ki-o-to,Việt Nam phê chuẩn Nghị định thư Ki-ô-tô,Năm 2002,atomic,post_1975,by_event/viet-nam-ki-ket-nghi-dinh-thu-ki-o-to,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Danh sách các bên tham gia Nghị định thư Kyoto,https://en.wikipedia.org/wiki/List_of_parties_to_the_Kyoto_Protocol,,,en.wikipedia.org,,check linked image file page before reuse,,,https://treaties.un.org/Pages/ViewDetails.aspx?src=IND&mtdsg_no=XXVII-7-a&chapter=27&clang=_en,"Nguồn dùng để kiểm tra tình trạng pháp lý của Việt Nam; chỉ tải bản đồ thành viên hoặc tư liệu có chú thích rõ, không suy diễn “ký” nếu tài liệu chỉ xác nhận phê chuẩn/gia nhập. V2 chuẩn hóa động từ pháp lý thành “phê chuẩn” và niên đại năm 2002.",awaiting_manual_download,DATA CORRECTED IN V2: The legal action should be described as ratification rather than generic signing; Vietnam ratified the Kyoto Protocol in 2002. BLOCKED: wording/date/legal action requires verification or normalization before final approval.,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,awaiting_manual_download,RESOLVED,resolved_data_correction,The legal action should be described as ratification rather than generic signing; Vietnam ratified the Kyoto Protocol in 2002.,Use corrected V2 metadata; preserve the correction log when syncing back to the master dataset.,True,False
245,viet-nam-ki-ket-rcep,Việt Nam kí kết Hiệp định Đối tác kinh tế toàn diện Khu vực (RCEP),Trong thời kì Đổi mới,atomic,diplomacy,by_event/viet-nam-ki-ket-rcep,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Lễ ký Hiệp định RCEP ngày 15-11-2020,https://en.wikipedia.org/wiki/Regional_Comprehensive_Economic_Partnership,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Regional_Comprehensive_Economic_Partnership,"Nguồn trực tiếp về RCEP và lễ ký trực tuyến của 15 nước; ưu tiên ảnh màn hình lễ ký, đại diện Việt Nam hoặc văn kiện có chú thích đúng ngày.",awaiting_manual_download,,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,,,,,,True,False
245,viet-nam-ki-ket-rcep,Việt Nam kí kết Hiệp định Đối tác kinh tế toàn diện Khu vực (RCEP),Trong thời kì Đổi mới,atomic,diplomacy,by_event/viet-nam-ki-ket-rcep,2,gallery,image_02.<đúng-đuôi-file>,strong_contextual,high,Hội nghị Cấp cao Đông Á lần thứ 15 — bối cảnh hội nghị trực tuyến do Việt Nam đăng cai,https://en.wikipedia.org/wiki/Fifteenth_East_Asia_Summit,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Fifteenth_East_Asia_Summit,"Hội nghị diễn ra trực tuyến do Việt Nam đăng cai ngay trước lễ ký RCEP; chỉ dùng ảnh nếu chú thích xác nhận phiên ký RCEP hoặc chuỗi hội nghị liên quan trực tiếp, nếu không thì bỏ slot.",awaiting_manual_download,,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,,,,,,True,False
246,viet-nam-lao-cam-pu-chia-chuyen-sang-kinh-te-thi-truong-va-cong-nghiep-hoa,"Việt Nam, Lào, Cam-pu-chia chuyển sang kinh tế thị trường và công nghiệp hóa",Từ cuối thập kỉ 80 – 90 của thế kỉ XX,atomic,post_1975,by_event/viet-nam-lao-cam-pu-chia-chuyen-sang-kinh-te-thi-truong-va-cong-nghiep-hoa,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Đổi Mới và chuyển đổi sang kinh tế thị trường ở Việt Nam,https://en.wikipedia.org/wiki/%C4%90%E1%BB%95i_M%E1%BB%9Bi,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/%C4%90%E1%BB%95i_M%E1%BB%9Bi,"Nguồn trực tiếp về cải cách kinh tế Việt Nam từ 1986; chỉ là một phần của event ba nước, nên không dùng riêng để đại diện toàn bộ Việt Nam–Lào–Campuchia nếu caption không nói rõ.",awaiting_manual_download_scoped,SCOPE GATE: this is a composite event; each image must be captioned as covering only the specific branch it actually depicts.,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,awaiting_manual_download_scoped,P1,composite_scope,"Event gộp ba quốc gia và cả hai quá trình “kinh tế thị trường” + “công nghiệp hóa”. Hai candidate chỉ là điểm xuất phát; không dùng ảnh Đổi Mới của Việt Nam riêng lẻ để đại diện cho cả Việt Nam, Lào và Campuchia.",Không dùng một ảnh để đại diện toàn event; tách scope caption hoặc bổ sung nhiều ảnh/tư liệu theo từng nhánh.,True,True
246,viet-nam-lao-cam-pu-chia-chuyen-sang-kinh-te-thi-truong-va-cong-nghiep-hoa,"Việt Nam, Lào, Cam-pu-chia chuyển sang kinh tế thị trường và công nghiệp hóa",Từ cuối thập kỉ 80 – 90 của thế kỉ XX,atomic,post_1975,by_event/viet-nam-lao-cam-pu-chia-chuyen-sang-kinh-te-thi-truong-va-cong-nghiep-hoa,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Cơ chế Kinh tế Mới của Lào,https://en.wikipedia.org/wiki/New_Economic_Mechanism,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/New_Economic_Mechanism,Nguồn trực tiếp về cải cách kinh tế thị trường của Lào từ cuối thập niên 1980; cần thêm tư liệu Campuchia nếu reviewer muốn minh họa đủ cả ba nước.,awaiting_manual_download_scoped,SCOPE GATE: this is a composite event; each image must be captioned as covering only the specific branch it actually depicts.,chinhphu.vn|dangcongsan.vn|tulieuvankien.dangcongsan.vn|quochoi.vn|mofa.gov.vn|vietnamplus.vn|nhandan.vn|un.org|unphoto.un.org,awaiting_manual_download_scoped,P1,composite_scope,"Event gộp ba quốc gia và cả hai quá trình “kinh tế thị trường” + “công nghiệp hóa”. Hai candidate chỉ là điểm xuất phát; không dùng ảnh Đổi Mới của Việt Nam riêng lẻ để đại diện cho cả Việt Nam, Lào và Campuchia.",Không dùng một ảnh để đại diện toàn event; tách scope caption hoặc bổ sung nhiều ảnh/tư liệu theo từng nhánh.,True,True
247,viet-nam-mo-co-quan-dai-dien-ngoai-giao-va-thong-tin-o-nuoc-ngoai,Việt Nam mở các cơ quan đại diện ngoại giao và thông tin ở nước ngoài,Trong kháng chiến chống Pháp (1945-1954),atomic,diplomacy,by_event/viet-nam-mo-co-quan-dai-dien-ngoai-giao-va-thong-tin-o-nuoc-ngoai,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Lịch sử mạng lưới cơ quan đại diện ngoại giao Việt Nam,https://en.wikipedia.org/wiki/List_of_diplomatic_missions_of_Vietnam,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/List_of_diplomatic_missions_of_Vietnam,"Nguồn nêu cơ quan đại diện của Việt Nam Dân chủ Cộng hòa tại Paris khoảng 1946–1947, Bangkok từ 1948 và các đại sứ quán đầu tiên từ 1950; ưu tiên ảnh đúng cơ quan/giai đoạn.",awaiting_manual_download,,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,,,,,,True,False
247,viet-nam-mo-co-quan-dai-dien-ngoai-giao-va-thong-tin-o-nuoc-ngoai,Việt Nam mở các cơ quan đại diện ngoại giao và thông tin ở nước ngoài,Trong kháng chiến chống Pháp (1945-1954),atomic,diplomacy,by_event/viet-nam-mo-co-quan-dai-dien-ngoai-giao-va-thong-tin-o-nuoc-ngoai,2,gallery,image_02.<đúng-đuôi-file>,strong_contextual,high,Hội nghị Fontainebleau 1946 và hiện diện đại diện Việt Nam tại Paris,https://en.wikipedia.org/wiki/Fontainebleau_Agreements,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Fontainebleau_Agreements,"Nguồn về bối cảnh đoàn Việt Nam ở Pháp năm 1946; chỉ dùng ảnh đoàn đàm phán, văn phòng đại diện hoặc hoạt động thông tin đối ngoại có chú thích rõ.",awaiting_manual_download,,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,,,,,,True,False
248,viet-nam-tham-gia-afta,Việt Nam kí hiệp định tham gia Khu vực Mậu dịch tự do ASEAN (AFTA),Trong thời kì Đổi mới (sau 1995),atomic,diplomacy,by_event/viet-nam-tham-gia-afta,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Khu vực Mậu dịch Tự do ASEAN (AFTA) và Việt Nam,https://en.wikipedia.org/wiki/ASEAN_Free_Trade_Area,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/ASEAN_Free_Trade_Area,"Nguồn nêu Việt Nam gia nhập ASEAN ngày 28-7-1995 và đồng ý tham gia AFTA, triển khai cam kết từ 1-1-1996; ưu tiên ảnh hội nghị, văn kiện hoặc biểu trưng có chú thích đúng.",awaiting_manual_download,,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,,,,,,True,False
248,viet-nam-tham-gia-afta,Việt Nam kí hiệp định tham gia Khu vực Mậu dịch tự do ASEAN (AFTA),Trong thời kì Đổi mới (sau 1995),atomic,diplomacy,by_event/viet-nam-tham-gia-afta,2,gallery,image_02.<đúng-đuôi-file>,strong_contextual,high,Quá trình mở rộng ASEAN và Việt Nam gia nhập năm 1995,https://en.wikipedia.org/wiki/Enlargement_of_ASEAN,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Enlargement_of_ASEAN,"Nguồn bối cảnh Việt Nam trở thành thành viên ASEAN, kéo theo tham gia AFTA; chỉ dùng ảnh nếu chú thích liên hệ trực tiếp đến lễ gia nhập/cam kết AFTA.",awaiting_manual_download,,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,,,,,,True,False
